SC_NAME,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
PRECISION WR,188,188,183.15,183.75,183.3,187.15,24,944,174357,
KRYPTON IND ,11.88,11.88,11.06,11.06,11.06,11.03,4,101,1118,
MARTIN BURN ,44.75,44.75,44.25,44.6,44.6,44.25,10,2155,95909,
FEL         ,32.5,33.65,32,33.15,33,32.65,101,16388,537344,
IND.TONERS  ,121,122.85,119.25,119.95,119.95,121.05,36,2148,257941,
SHIPP.CORPN ,35.85,36.5,35.1,35.65,35.65,35.7,225,32641,1165583,
SIKA INTER. ,155.5,155.8,155.5,155.55,155.8,144.05,2,250,38890,
ITI LTD.    ,95,98,94.9,95.7,95.7,91.85,2912,293388,28289018,
DREDGING COR,343.5,352.05,342,344.5,344.5,340.85,1188,32300,11127896,
PHARMASIA   ,14.4,14.4,14.4,14.4,14.4,14.4,2,82,1180,
PODDAR      ,452.8,509.9,452.8,486.15,480,472.05,84,710,347287,
NATIONAL FER,31.2,31.7,31.2,31.45,31.55,31.2,103,21018,661975,
IP RINGS LTD,94.25,94.6,94.05,94.15,94.05,94.25,11,600,56643,
PI INDUS.LTD,866.65,902.6,866.65,898.55,896.2,873.8,250,3398,3045182,
PLASTIBLEND ,161.3,167,161.3,163,163,162.15,7,16,2632,
KKPLASTICK  ,3.74,3.74,3.74,3.74,3.74,3.92,2,500,1870,
WATERBASE   ,138.05,141,134,139.1,139.1,138.25,389,35888,4961782,
FLEX FOODS  ,49.85,50.65,48.05,49,49,49.85,22,1545,75688,
GOLKUNDA DIA,11.5,12.6,11.5,12.6,12.6,12,2,110,1375,
APCOTEX IND ,453,454,445.05,450.15,450,447,12,142,63724,
FORTIS MLR  ,54.7,55.1,54.7,55,55,55.1,13,10300,565177,
MASTEK LTD  ,374.35,377.6,366.45,372.45,368.5,374.65,161,1936,722256,
EIMCO ELECON,347.25,357.65,347.25,353.15,353.15,350.25,17,174,61068,
ASHIANA HOU ,110.95,110.95,107,107.05,107,108.95,74,2226,240017,
VIJAY SHA.BU,5.42,5.42,5.42,5.42,5.42,5.7,1,120,650,
DVL         ,79.45,80.5,79.45,80.5,80.5,80.9,4,1520,122347,
EPC INDUS.  ,94,94,91.55,91.9,92,91.45,195,11035,1020237,
SREIINFRA   ,26.1,26.3,25.4,26.15,26.15,26,373,175452,4539643,
GUJ.BOROSIL ,88.05,94.95,88,88.7,88.7,83.35,857,67306,6068007,
MAZDA LTD   ,308.7,308.7,300.7,306.6,306.6,300.35,9,61,18520,
VICEROY HOTE,2.22,2.22,2.22,2.22,2.22,2.12,9,8285,18392,
MENON BEAR. ,77,77,73.5,75.45,75.45,75.75,25,1742,130594,
GUJ.RAFFIA  ,15.35,15.35,15.35,15.35,15.35,15.35,1,10,153,
SIMPLX INFRA,148.5,152,142.55,143.55,143.55,150.65,90,980,143105,
INN.TECH.PAC,26,27,25.2,27,27,25.6,4,152,3834,
SUPER TANNER,2.19,2.84,2.19,2.8,2.84,2.37,26,20267,50242,
AXTEL INDUS.,106.05,106.05,106.05,106.05,106.05,101,11,1776,188344,
MAGMA FIN   ,88.55,90.95,88.55,89.65,89.5,89.15,53,3824,344291,
HIND.FLUROCA,11.8,12.95,11.7,11.75,11.7,12.6,9,550,6481,
KINGFA      ,594.95,599.8,594.95,595,595,596.35,14,984,585639,
RAMA PHOSPH ,76,78.45,75,75.5,75.5,76.3,43,2745,209587,
POLYPLEX    ,453,458,450,455.45,456.2,453.9,98,1467,667442,
ALBERT DAVID,385,385,378.5,379.95,379.95,385,18,1609,613254,
HAR.LEATHER ,25.7,25.7,25.7,25.7,25.7,24.5,1,1,25,
MONSANTO (I),2618.95,2649,2581,2611.75,2611.75,2653.9,66,228,595427,
ACRYCIL LTD.,106,117.9,106,108.5,110,106,132,5051,554360,
KABRA EXTR  ,65,65,62.9,64,64,64.95,25,755,47904,
VINYL CHEM  ,65.5,67,65.1,67,67,64.65,22,628,41480,
IOL CHEM PH ,190,195.3,187,190.2,190.2,186.75,1817,82600,15818562,
KESAR PETRO ,9.12,9.5,8.8,9.26,9.5,9.26,180,43944,401753,
VINATI ORG. ,1615.8,1630.95,1593,1606.25,1606.25,1607.9,155,1552,2496510,
LACTOSE(I)  ,40.3,40.3,39.45,39.45,39.45,41.5,19,9096,365106,
AARTI INDUST,1379.9,1379.9,1301.55,1309.3,1309.3,1326.95,1726,10758,14199140,
PENTOKEY ORG,9.82,9.82,9.81,9.81,9.81,10.32,7,1152,11303,
WANBURY LTD ,15.15,15.65,15,15,15,15.75,12,3724,56759,
RESONANCE   ,20,20,18.25,19.45,20,19.75,16,531,10283,
GUJ AMB EXP ,204,212.8,204,211.45,210.8,205.85,83,1611,338141,
RASHTR.CHEM.,51.3,51.9,51.1,51.5,51.5,51.3,540,133444,6870301,
KOPRAN LTD. ,36.4,36.55,35.75,35.85,36,35.75,76,5297,191188,
AIMCO PESTI.,125.1,131.85,125.1,130.25,130.8,128,36,1809,232803,
GUJ.TERC LAB,6.85,6.85,6.85,6.85,6.85,7.19,1,200,1370,
KABRA DRUGS ,0.62,0.62,0.62,0.62,0.62,0.62,1,5,3,
SEYAIND     ,431,453.05,416.95,424.95,425,439.75,340,11244,4857832,
JAYANT AGRO ,182,191.15,182,188.65,187,183.1,77,1311,244178,
BCLIL       ,93.6,93.6,90.25,91.9,91.8,92.6,93,8645,792926,
SH.HARI CHEM,31.2,31.2,31,31,31,32.6,3,425,13239,
INDOBORAXC  ,366.9,368,350.25,367.8,368,352.05,39,232,84062,
AARTI DRUGS ,582.85,587.5,578.9,585.9,583.75,586.15,30,253,147604,
BODAL CHEM  ,95.6,96.2,94.75,95.5,95.55,94.6,72,4651,443868,
ORCHIDPHAR  ,3.12,3.3,3.1,3.14,3.19,3.24,37,24053,76337,
VIMTA LABS  ,201,210.85,194.5,203.95,204.65,196.25,249,8249,1677406,
BIOFIL CHEM ,6,6,6,6,6,6,2,150,900,
ISHITA DRUGS,16.45,16.45,16.45,16.45,16.45,17.3,1,200,3290,
MARKSANS    ,22.4,22.8,22,22.35,22.35,22.2,503,182690,4094646,
UNIV.STARCH ,39.45,39.45,39.45,39.45,39.45,41.5,2,300,11835,
AAREY DRUGS ,31.35,32,30.3,31.3,31.2,31.2,65,181890,5711304,
NORRIS MEDI.,3.89,3.89,3.89,3.89,3.89,3.71,2,160,622,
CAMEX LTD   ,26.25,28,26.25,27.4,28,27.35,20,2992,80570,
KAVITIND    ,28.6,31.25,28,29.55,29,28.3,64,15231,455290,
SYNCOM FORM.,1,1.02,0.96,0.99,0.99,0.99,207,443668,439808,
RIDHI SIDHI ,268,268,235,237.95,237.95,244.3,34,828,201134,
IPCA LAB LTD,805.25,812.4,794.4,801.2,797,800.55,444,4078,3268910,
KILITCH DRUG,186,189.9,182.55,183.8,183.8,183.75,150,2206,408763,
CORAL LAB.  ,301,305,299.9,299.95,299.9,301.25,29,1047,314392,
KREBS BIOCHM,86.75,86.75,86.55,86.55,86.55,90,2,150,13002,
KMC SHIL    ,12.79,12.79,10.9,12.17,12.5,11.02,54,12594,151941,
LAFFANS PETR,19.2,20,19.2,19.45,19.2,20.2,4,103,1978,
BHASKAR AGRO,24.35,24.35,24.35,24.35,24.35,24.8,1,5,121,
SUKJIT STRCH,489.8,500,482,495.5,496.5,477.8,95,4560,2246948,
NEULAND LAB.,562.35,563.4,545,548.6,548.6,561.1,94,1583,871607,
GAYATRI BIO ,2.23,2.23,2.23,2.23,2.23,2.23,2,358,798,
PODDAR PIGM.,153.95,155,143,153.5,151.25,148.4,139,4600,691222,
VIVID IND   ,38.85,38.85,36.55,37.95,38.4,37,15,1359,50143,
ASHOK-ALCO  ,45.65,46.6,42.7,45.55,46.6,43,29,3886,175210,
AKSHARCHEM I,324,329.95,324,329.45,329.95,319.95,12,592,192733,
BERYL DRUGS ,5.83,5.83,5.83,5.83,5.83,6.13,1,100,583,
ALU FLUORIDE,87.6,95,87.6,91.4,93,91.45,84,4209,381204,
ARCHITORG   ,11.65,13.85,11.65,13.85,13.85,12.6,123,51150,645425,
INDO AMINES ,82.35,82.35,78.15,78.75,79,79.35,59,7419,587006,
IND.SWIFT LT,4.96,5.47,4.95,5.46,5.46,5.47,6,1510,7489,
NATURAL CAPS,63.5,63.5,61.2,63.35,63.5,60.5,8,1205,76427,
BH.IMMUN&BIO,8.05,8.24,7.5,8.01,8.01,8.13,35,4986,39326,
SOTL        ,938.55,975.25,938.55,967.2,960,978.35,8,982,947659,
HESTER BISC ,1384.9,1384.9,1375,1376,1376,1386.1,8,49,67427,
KABSONS INDU,4.33,4.5,4.33,4.49,4.5,4.55,4,1100,4778,
BASANT AGRO ,3.93,3.94,3.73,3.8,3.8,3.88,12,10535,40590,
PARENT.DRUGS,7.01,7.7,7.01,7.6,7.6,7.35,5,1462,11053,
KILBURN CHEM,33.15,34,33.15,33.6,33.2,34.85,6,492,16310,
NACLIND     ,28.2,29,28.1,29,29,28.45,12,420,11875,
VISTA PHARMA,22,22.85,21.1,21.3,21.5,22.2,39,34173,732991,
SUN PHARMA. ,417,424.5,416.6,422.2,422.2,414.35,4590,344904,144732837,
TITAN BIOTEC,48.5,48.5,46.1,46.1,46.1,48.5,9,9136,421172,
JENBURKT PH.,463.05,485,451.55,465,465,474.9,27,769,355641,
HIKAL LTD.  ,145.1,148,144.7,146.4,146,144.9,406,30594,4487687,
CAPLIN POINT,325,335.9,324.05,332.15,332.15,324.75,158,2022,668342,
FISCHER     ,38,38,38,38,38,36.2,2,50,1900,
LINK PHARMA ,24.85,24.85,20.3,21.3,20.3,21.45,10,960,20966,
WINTAC LTD  ,201.1,215,201.05,203.3,203.3,209.95,9,227,46882,
NUTRA       ,14.75,14.75,14,14.1,14,14,36,6376,90697,
EMMESSAR BIO,19.45,19.95,17.2,19.75,19.85,18.45,32,2816,52996,
NGL FINE CHM,415.25,431,415.1,431,431,420.95,35,1966,836580,
EVEREST ORG.,158,165.9,146.1,149.1,151,157.65,88,2516,395108,
AUROB.PHARMA,702,724.55,702,722.5,722.2,708.95,1864,101310,72677644,
PHYTOCHEM I.,36,36,34,35.65,36,34.55,7,317,10993,
NATCO PHARM ,580.05,580.05,570,578,579.3,570.35,195,3194,1836583,
DYNAMIC IND.,70.05,73.4,70.05,70.15,73.4,69.25,5,102,7151,
PANAMA PETRO,93,93.05,93,93,93,92.6,7,1012,94116,
BAL PHARMA  ,65.5,66.85,63.75,64.8,64.85,65.2,23,1013,66168,
BDH INDUS.  ,69.8,70.45,67.4,69.9,69.9,67.35,14,590,40945,
CUBEX TUBING,12.85,12.95,12.85,12.95,12.95,11.92,3,5,64,
POLYMECH.MCH,38.35,38.35,32.15,33.9,32.65,32.15,10,510,17741,
GALAXY BEAR.,94.2,94.2,94.2,94.2,94.2,94.15,3,400,37680,
SATVAH.ISPAT,9.69,9.69,9.07,9.07,9.07,9.5,3,915,8806,
UNIROYAL MAR,6.9,6.9,6.9,6.9,6.9,6.6,1,250,1725,
SHERVANI IND,589,589,560,566.05,566.05,595,85,526,299829,
SHETRON LTD ,35,35.5,35,35.5,35.5,34.55,2,250,8800,
TRANSGENE BI,4.2,4.25,4.09,4.09,4.09,4.17,161,119701,492432,
MPL         ,5.7,6,5.7,6,6,5.88,8,1058,6321,
SPENTA INT. ,80,80,80,80,80,84.65,1,45,3600,
MULTIBASE I ,347,367.95,340,363.25,366.5,344.7,1129,4836,1745204,
ANDREW YULE ,16.55,17.1,16.4,16.95,16.95,16.55,245,77192,1292565,
LUDOLOW JUTE,56,58.65,56,56.35,56.2,56,56,1402,80197,
HITECHCORP  ,86.7,86.75,86.7,86.75,86.75,89,2,115,9971,
BLOOM DEKOR ,15,15,15,15,15,16,3,144,2160,
FILATEX INDI,45.05,47.1,43.95,46.45,46.45,44.85,418,142796,6537781,
STD.SURFACT.,29.25,29.25,29.25,29.25,29.25,29.8,1,100,2925,
MERCATOR    ,6.6,6.6,6.32,6.32,6.32,6.65,93,43785,277024,
PREMIER EXPL,214.9,214.9,203.3,208.3,206.2,205.45,30,388,81293,
MOLD-TEK TEC,42.85,42.85,41.5,41.5,41.5,41.45,4,523,21744,
MPHASIS LTD ,1046.85,1046.85,1030,1041.1,1041.1,1044.25,1357,9219,9584647,
MEDINOVA DIA,25.5,25.5,24.4,25.5,25.5,24.3,7,1550,39320,
DIVYA.GRANIT,81.65,81.95,81.65,81.95,81.95,78.05,6,1105,90522,
SWARNASA    ,7.5,8,7,7.9,7.9,7.62,6,187,1346,
GANESH HSG. ,53,53.85,52.8,53.25,52.8,51.45,21,1649,87618,
NMDC LTD    ,92.85,94.3,92.85,93.9,93.9,92.85,591,137689,12925761,
PAT INT LOG ,35.75,36,34.9,35.5,35.85,35.55,33,3316,117717,
ALPHAGEO (I),392.4,427.95,392.4,401.05,396,370.05,967,14082,5789499,
RIT PRO IND ,12.66,12.66,12.66,12.66,12.66,13.16,1,100,1266,
KKALPANAIND ,21.45,21.45,19,19.5,19.5,20.1,67,162808,3343456,
OK PLAY (I) ,39,40,39,39.8,39.8,38.95,11,595,23287,
KRITI INDUS.,26.6,27.8,26.05,26.7,26.7,26.55,29,4126,109970,
ASM TECHNOLO,100.7,100.7,100.7,100.7,100.7,100.85,1,25,2517,
PERFECTPAC  ,147,159.4,144.65,159.4,159.4,152,3,115,16923,
WINSOME BREW,4.2,4.2,3.83,4.05,4.05,4.03,14,5769,22607,
SKY INDUST. ,31.85,34.75,31,32.05,32.05,31.85,32,5825,193301,
RISHIROOP   ,47,49,47,48,49,44.8,3,3,144,
STR GRE WOO ,8.16,8.16,8.16,8.16,8.16,8.58,3,750,6120,
DOLPHIN MEDI,0.63,0.63,0.57,0.63,0.63,0.6,10,15268,9092,
SYSTAMATIX C,39.15,39.2,39.15,39.2,39.2,41.2,3,310,12137,
ALPINE HSG. ,15.4,17.45,15,15.5,15.5,16.7,9,255,3962,
SANGHI IND. ,52.55,52.7,52.05,52.5,52.5,52.2,154,30710,1605016,
MAXIMAA SYST,4.09,4.09,3.75,3.91,3.93,3.8,24,14690,55863,
SCANP GEOM  ,33.5,33.65,31.9,32.55,33.25,32.9,57,33257,1082462,
CHOKSI LABOR,14.6,14.7,14.6,14.7,14.7,14,6,1180,17243,
CCHHL       ,5.89,6.05,5.75,5.78,5.78,6.08,44,7046,41472,
LONGVIEW TEA,12.75,12.75,12.75,12.75,12.75,13.4,3,52,663,
MIDWEST GOLD,13.65,13.65,13,13,13,13,3,291,3842,
TECHIN      ,5.2,5.68,5.15,5.68,5.68,5.42,7,1305,6794,
TPL PLAST   ,120.9,120.9,115.75,120,120,115.7,11,67,7929,
WIM PLAST LT,550,550.05,519,525.35,525.35,546.15,679,3867,2083117,
PHOTOQUIP(I),23,23,23,23,23,23.85,2,500,11500,
LIBERTY SHOE,140.8,141.8,137.85,138.1,138.05,140.35,122,4632,644720,
ELECTROTHERM,159.75,161.8,154,157.7,155.3,157.8,241,4370,689443,
BLUE DART EX,3100.7,3100.7,2978.05,2987.55,3000,3009.75,12,23,69313,
EXPO GAS    ,5.75,5.75,5.68,5.68,5.68,5.97,2,6,34,
NAT.PLASTIC ,32.5,35.85,32.5,34.8,34,33,7,104,3614,
MFL INDIA   ,0.19,0.19,0.19,0.19,0.19,0.19,1,1,0,
ROYALE MANOR,8.34,8.71,8.3,8.71,8.71,8.51,6,511,4246,
MIRZA INTER ,51.15,52.4,51.1,51.6,51.9,51.6,191,6713,347320,
TOURISM FINA,144,146.5,141.6,144.75,145,143.05,230,12057,1735226,
RAJDARSHAN  ,19.85,20,19.85,19.95,20,20,3,3,59,
BHARTIYA INT,215,215.65,206.05,207.35,207.3,212.75,59,5134,1093630,
KAMAT HOTELS,40.5,41.1,40,40.35,40.3,39.65,23,1961,79235,
HOTEL RUGBY ,1.33,1.33,1.33,1.33,1.33,1.39,4,598,795,
POLO HOTELS ,4.43,4.43,4.43,4.43,4.43,4.22,1,665,2945,
ECOPLAST LTD,99.15,106,96.3,97.1,96.8,99.6,11,829,82335,
ELEGANT MARB,116,122,116,122,122,122.1,7,251,29272,
ALCHEMIST LT,2.08,2.08,2.08,2.08,2.08,2,1,1,2,
ADARSH PLANT,5,5,5,5,5,5,1,1,5,
GOPALA POLY.,74.95,75.9,70,70.35,72,70.9,78,59414,4213309,
NICCO PARKS ,31.5,32.35,29.55,31.3,31.3,31,13,1238,37162,
NTC INDUST  ,39.45,39.45,39.45,39.45,39.45,41.5,1,15,591,
SANDESH LTD.,660,665,654.75,654.8,654.75,657.15,13,79,52317,
GARNET CONST,12.45,12.5,11.8,12.06,12.25,12,23,1517,18268,
GOLDIAM INT.,84.9,86.8,83.65,84,84,85.95,25,26464,2223854,
BRIGHT BROS.,72,72,69.2,69.7,69.7,70.95,6,1301,91767,
CORPOR COUR ,13.8,13.8,12.11,12.11,12.11,13.45,8,1841,22457,
NARMADA GEL ,114.95,116,114.95,115.95,115.95,114.95,6,307,35336,
P.G.FOILS   ,77,77,73,75.5,75.5,73.15,14,210,15800,
GRATEX INDS.,11.83,13,11.83,13,13,12.45,6,1700,21928,
VELAN HOTELS,3.56,4.65,3.56,4.34,4.34,3.98,26,4351,17549,
HOWARD HOTEL,9.75,10.75,9.75,10.75,10.75,10.26,2,31,308,
VALIANT COMM,22.4,22.5,22,22.5,22.45,21,7,283,6347,
DR.AGAR.EYE ,371,371,371,371,371,369.9,5,54,20034,
GREENPLY IND,130.05,130.15,125.85,129,129,129.5,35,997,128380,
PSL LTD     ,1,1.01,1,1.01,1.01,0.97,4,1500,1514,
SEAMEC LTD  ,318.05,324.55,318.05,321.4,321.4,322.5,12,83,26679,
RAGHUNATH IN,2.45,2.45,2.45,2.45,2.45,2.34,1,100,245,
CHEVIOT CO. ,640.55,648,640.55,644.2,641.5,646.85,48,680,438406,
DAI-ICHI KAR,183,187.85,176.45,182.7,181,183,16,896,163594,
SPICE ISLAND,15.9,15.95,15.9,15.95,15.95,15.9,2,2,31,
CONFI PETRO ,37.75,38.5,36.15,37.9,37.8,37.8,448,180552,6714620,
SHELTER     ,10.6,10.6,10.6,10.6,10.6,10.6,1,1,10,
ASHIRWAD STL,10.48,10.48,10.48,10.48,10.48,9.99,1,1,10,
BANARAS BEAD,40,46,38.85,42.6,42.6,41.9,33,9179,375373,
AREX IND.   ,73.95,73.95,67.85,73.8,73.8,71.4,6,253,17184,
BILCARE LTD.,27,27,25.15,25.45,25.85,25.2,72,6423,165613,
RISHI LASER ,21.8,21.8,21.15,21.15,21.15,21.8,2,501,10596,
JAINCO PROJ.,0.69,0.69,0.69,0.69,0.69,0.72,4,1000,690,
INTEC CAP   ,30.45,30.45,30.45,30.45,30.45,29,1,1,30,
63MOONS     ,76.5,77,72.5,73.95,73.95,74.8,1118,62154,4633852,
SARLA PER F ,25.3,25.3,24.05,24.05,24.05,24.05,7,120,2891,
MARKET CREAT,4.2,4.2,4.2,4.2,4.2,4,1,1,4,
HFIL        ,7.99,8,7.8,7.88,7.99,7.7,38,12285,96553,
PADMAIND    ,99.8,101,90,99.15,98.9,97.15,31,13250,1312262,
CHD DEV LTD ,6.25,7.24,6.25,7.02,7.15,6.7,43,3251,22756,
21ST CEN.MGM,19.95,19.95,19.95,19.95,19.95,20.35,1,1,19,
DION        ,3.9,4.05,3.85,3.92,4.04,3.85,9,896,3573,
HARIYANA SH.,55.9,55.9,54,54,54,52.55,27,2632,146154,
M.B.PARIKH  ,6.7,6.7,6.7,6.7,6.7,6.62,1,29,194,
TYROON TEA  ,33.75,33.75,33.75,33.75,33.75,34,1,1,33,
LA-OPALA RG ,198,200.95,194,195.85,195,198.1,73,535,105009,
GOLDEN LAMIN,662,662,650,650.55,650,655.85,13,1252,821269,
VENUS REMEDI,29.75,31.5,29.5,31.1,31.5,29.65,88,6526,199151,
UDL         ,25.5,25.5,23.75,23.8,24,24.5,38,4679,112034,
GUJ.CRAFT IN,29,29,29,29,29,28,1,1,29,
DHOOT I.FIN.,28,31.85,24.8,26.15,27,28.9,30,3766,100888,
SHRI BAJRANG,16.5,17.8,16.2,16.35,17.25,17.7,14,821,13337,
URJA GLOBAL ,2.9,2.94,2.75,2.79,2.79,2.95,718,1002802,2794221,
ASHAPURA LTD,20,20.5,19.45,19.55,19.5,19.8,107,14494,286438,
GUJ.ALKALI  ,419.45,434,419.45,433.3,434,418.95,265,9361,4012322,
INDIA CEM.  ,84,85.95,83.35,85.8,85.8,83.05,1140,296966,25215922,
JK TYRE IND ,86.4,86.55,84.7,86,86,85,1379,137388,11783617,
MANGLR.CHEM ,28.95,31.45,28.05,30.75,30.75,28.05,346,58230,1686934,
STD.INDUST. ,13.75,13.9,13.13,13.74,13.75,13.58,28,6403,87819,
JUBILANT    ,747.5,763,743.7,748.45,748.45,739.1,2769,42500,31958256,
THEINVEST   ,147,148,142.25,144.75,145,144.05,18,667,94938,
SAMYAK INT  ,13.88,13.88,13.88,13.88,13.88,14.61,1,1,13,
ACKNIT IND  ,99.75,113.75,77.2,79.15,79.15,96.5,1194,180017,16845603,
TITAN SECUR.,4.07,4.25,4.07,4.08,4.08,4.07,25,50001,205330,
MOHOTAIND   ,37.25,38.8,36.25,38.35,38,37.8,81,7194,274167,
CSLFINANCE  ,291.95,291.95,275,275,275,280,51,1579,442242,
SANGHVI MOVE,85,87,83.3,85.6,85.95,84.9,36,609,51681,
SELAN EXPLOR,171.2,174.2,164.25,166.3,166.3,160.8,373,17303,2921726,
FRESHTROP FR,149.2,153.6,148.75,152.7,152.7,150.75,101,8212,1244609,
FAZE THREE L,45.3,45.3,40,41.1,40,43.8,46,5222,222500,
ACE INDIA LT,2.11,2.11,2.11,2.11,2.11,2.11,1,1,2,
PRADHIN     ,65.9,65.9,60.75,65.4,65.4,63.9,11,2120,134636,
RAJ PACKAGIN,26,28.5,26,28.5,28.5,26,5,1102,28807,
FAIRCHEM    ,381,387,380,382,382,372.2,16,1171,445960,
NATRAJ PROTE,22.45,22.45,22.45,22.45,22.45,22.45,2,4,89,
SAMRAT PHARM,60.7,60.7,55.15,57.9,57.5,58.65,55,3771,219872,
NPR FINANCE ,20.75,20.75,19.5,19.5,19.5,20.15,3,565,11068,
NILE LTD.   ,293,298,287,296.4,298,284.3,52,1359,396823,
UDAIPUR CEME,12.82,12.82,11.63,12.16,12.19,11.57,164,55274,668035,
AMCO INDIA L,24.25,25.45,24.25,24.25,24.25,24.25,4,60,1456,
OPTIEMUS    ,116.45,116.45,114,114.7,114.7,113.95,23,5659,650674,
KISAN MOULD.,55,57,54,54.25,55,54.8,85,8517,474389,
VIJAY TEXTIL,30,31,30,31,31,29.4,2,26,781,
KERALA AYUR ,60.8,63.7,57,58.85,57.6,60.65,56,4082,244648,
MOHIT PAPER ,9.9,10.94,9.9,10.94,10.94,10.42,5,801,7930,
DAULAT SEC. ,9.03,9.03,9.03,9.03,9.03,9.5,1,1,9,
ODYSSEY TECH,22.6,24.75,22.55,23.95,24.75,23.6,10,1365,33292,
SPS INTL.   ,16.77,16.77,16.77,16.77,16.77,15.98,7,6900,115713,
RSC INT     ,4.55,4.57,4.55,4.57,4.57,4.59,2,2,9,
SURAT TEXT. ,2.78,2.78,2.5,2.57,2.57,2.51,66,27485,70850,
ATHARV ENT  ,2.27,2.27,2.27,2.27,2.27,2.38,6,2602,5906,
CHROMATIC IN,0.9,0.9,0.9,0.9,0.9,0.9,4,12000,10800,
THEMIS MEDIC,305,305,290.05,300,300,305,7,12,3610,
KALLAM      ,15.9,15.9,14.4,15,15.2,15.35,43,4421,65689,
BRAWN BIO   ,36.5,36.5,36.5,36.5,36.5,35.1,1,1,36,
KINGSINFRA  ,15.5,16.95,15.5,16.05,16.95,14.65,78,20581,329435,
NUTRICIRCLE ,54.15,54.15,54.15,54.15,54.15,57,1,1,54,
AURO LAB.   ,68.5,68.5,55.1,55.4,55.4,57.2,15,673,37373,
KJMC FIN.   ,31.35,31.35,31.35,31.35,31.35,33,1,1,31,
SUVEN LIFE S,220.55,226.7,220.55,221.8,221.8,221.55,623,24389,5436994,
MANGALYA SOF,0.95,0.95,0.95,0.95,0.95,1,3,400,380,
ARYAMAN FIN.,47.3,47.3,47.3,47.3,47.3,46.75,14,134000,6338200,
RISA INTL   ,0.56,0.56,0.55,0.55,0.55,0.56,5,2610,1436,
RAJ.TUBE MFG,19.95,19.95,19.95,19.95,19.95,21,1,1,19,
KAY POW PAP ,3.43,3.43,3.43,3.43,3.43,3.61,1,1,3,
INTER ST.OIL,12.8,12.8,11.75,11.75,11.75,12.3,2,200,2351,
GLOBAL CAP. ,2.1,2.1,2.1,2.1,2.1,2.21,4,1402,2944,
SABOO BROS. ,12.05,12.05,12.05,12.05,12.05,12.68,1,1,12,
QUANTUM DIG.,0.67,0.67,0.67,0.67,0.67,0.64,1,1000,670,
KOTHARI PROD,78.2,78.2,77,77.7,77.7,75.8,9,292,22673,
PICCADILY AG,9.85,10.2,9.4,9.64,9.64,9.53,34,25832,253151,
CHAMANLAL SE,70.9,71.95,68,68.4,68.8,69.5,165,34584,2408669,
LAUREL ORGAN,38.6,38.6,38.6,38.6,38.6,40.6,12,1270,49022,
HIND.TIN WRK,48.8,48.8,47.1,48.8,48.8,47,38,6418,310077,
GODAVARI DRU,21.7,21.7,19.05,21.45,21.45,21.65,15,1224,25483,
PREMCO GLOB.,146.85,146.85,142,144.5,143,146.95,7,226,32731,
MUKESH BABU ,85.75,85.75,78.65,85,85,82.75,3,13,1035,
GENUS POWER ,30.45,30.45,29.15,29.8,29.95,30.1,121,17337,514840,
ASIAN OILFIE,78.5,81,76.05,77.95,78,75.6,72,14582,1135019,
KBS INDIA   ,4.14,4.14,4.14,4.14,4.14,4.35,1,1,4,
UGAR SUGAR  ,16.39,17.86,15.2,15.54,15.54,16.24,666,295649,5029980,
ORIENTBELL  ,156,158,152,152.95,155.5,158.1,81,1450,223574,
NRB BEARINGS,184.8,188.8,183.95,185.65,185.65,182.55,247,6952,1293582,
VAMSHI RUBB.,28.95,30,27.95,28,28,28.25,13,744,20872,
NILA INFRA. ,6.85,6.85,6.1,6.25,6.32,6.39,124,18153,115717,
PETRON ENGG.,23.35,23.95,22.2,22.2,22.2,23.35,8,67,1493,
VINYOFLEX LT,27,27,27,27,27,25.9,2,3,81,
SUMEDHA FISC,17,17.7,16.9,17.7,17.7,17.4,12,211,3652,
KUWER INDS. ,4.35,4.35,4.35,4.35,4.35,4.15,1,1,4,
CHOKSI IMAG ,15.05,16.95,15.05,16,16,16.6,12,686,10909,
ASHISH POLY.,7.89,7.89,7.89,7.89,7.89,7.52,2,11,86,
ADOR FONTECH,102.6,102.6,100.35,101.65,101.5,102.7,33,5592,565202,
SHIVA FERT. ,29.7,29.9,28.9,29,28.9,29.15,10,1383,40927,
MAHANIVESH I,415.35,415.35,415.35,415.35,415.35,415.35,1,1,415,
SUMERU IND  ,1.27,1.27,1.27,1.27,1.27,1.21,1,1,1,
RUNGTA IRRIG,18.5,18.9,18.5,18.9,18.9,18,2,68,1276,
VALSON INDUS,28.75,28.8,28.75,28.8,28.8,26.8,2,2,57,
SABOO SODIUM,7.55,8.1,7.1,7.8,7.8,8.1,115,45629,346742,
GSL SECUR.  ,1.61,1.61,1.61,1.61,1.61,1.54,2,301,484,
TINNARUBR   ,41.8,41.8,41.8,41.8,41.8,44,1,1,41,
VIKRAM THERM,68,71.45,64.5,65.55,65.5,69.95,20,383,24979,
STRATMONT   ,19,19,19,19,19,19.95,1,1,19,
A.K.CAPITAL ,333.75,333.75,324,333.5,333.5,324.75,13,232,75255,
RELAXO FOOT.,753.75,755.75,743.5,744.1,743.5,750.25,29,123,92106,
VIRAT INDUS.,64.5,64.5,57,57.2,57.2,56.6,23,491,28505,
